"REF_DATE","GEO","DGUID","Gender","Sociodemographic characteristics","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Urban areas","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232024","1.2.63.2.5","8232","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Urban areas","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232025","1.2.63.2.6","8855","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Rural areas","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232026","1.2.64.1.1","44.0","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Rural areas","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232027","1.2.64.1.2","38.9","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Rural areas","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232028","1.2.64.1.3","49.2","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Rural areas","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232029","1.2.64.1.4","841","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Rural areas","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232030","1.2.64.1.5","710","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Rural areas","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232031","1.2.64.1.6","972","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Rural areas","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232032","1.2.64.2.1","56.0","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Rural areas","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232033","1.2.64.2.2","50.8","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Rural areas","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232034","1.2.64.2.3","61.1","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Rural areas","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232035","1.2.64.2.4","1072","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Rural areas","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232036","1.2.64.2.5","939","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Rural areas","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232037","1.2.64.2.6","1205","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Women","Total, 15 years and over","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232038","1.3.1.1.1","44.9","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Women","Total, 15 years and over","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232039","1.3.1.1.2","43.2","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Women","Total, 15 years and over","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232040","1.3.1.1.3","46.7","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Women","Total, 15 years and over","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232041","1.3.1.1.4","7608","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Women","Total, 15 years and over","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232042","1.3.1.1.5","7312","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Women","Total, 15 years and over","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232043","1.3.1.1.6","7904","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Women","Total, 15 years and over","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232044","1.3.1.2.1","55.1","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Women","Total, 15 years and over","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232045","1.3.1.2.2","53.3","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Women","Total, 15 years and over","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232046","1.3.1.2.3","56.8","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Women","Total, 15 years and over","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232047","1.3.1.2.4","9325","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Women","Total, 15 years and over","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232048","1.3.1.2.5","9030","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Women","Total, 15 years and over","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232049","1.3.1.2.6","9620","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Women","15 to 24 years","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232050","1.3.2.1.1","43.5","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Women","15 to 24 years","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232051","1.3.2.1.2","37.8","","","","1"
